 RespId,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q2_7,Q2_8,Q2_9,Q2_10,Q20,Q21,Q22,Q23,Q24,Q25_1,Q25_2,Q25_3,Q25_4,Q25_5,Q25_6,Q26_1,Q26_2,Q26_3,Q26_4,Q26_5,Q26_6,Q26_7,Q26_8,Q27_1,Q27_2,Q27_3,Q27_4,Q27_5,Q27_6,Q27_7,Q27_8,Q27_9,Q27_10
470139,Very important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Very important,,No,In-person before Election Day,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,Agree,Agree,,,,,,,,,,,,,,
470140,Very important,Very important,Somewhat important,Somewhat important,Very important,Very important,Very important,Not so important,Very important,Not at all important,,Yes,In-person on Election Day,Somewhat closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,Agree,,,Agree,Agree,,,,,,,,,,,
470141,Very important,Very important,Very important,Not so important,Very important,Somewhat important,Very important,Very important,Very important,Somewhat important,,3.0,In-person before Election Day,Somewhat closely,Always/almost always,No,Yes,Yes,Yes,No,Yes,Agree,,Agree,,,,,,,,,,,,,,,
470142,Very important,Very important,Very important,Not so important,Very important,Somewhat important,Very important,Very important,Not so important,Somewhat important,,No,Mail-in/Absentee ballot,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,,,,,,,,,,,,,,,,
480152,Very important,Somewhat important,Very important,Not so important,Very important,Not at all important,Somewhat important,Very important,Very important,Somewhat important,,No,Mail-in/Absentee ballot,Somewhat closely,Sometimes,No,Yes,No,Yes,No,Yes,,Agree,,,,,,,Agree,,,,,,,,,
470143,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Not so important,,No,In-person on Election Day,Somewhat closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,,,,,Agree,,,,,,,,,,,
470144,Very important,Very important,Not so important,Not so important,Very important,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat important,,No,In-person before Election Day,Somewhat closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,Agree,Agree,,Agree,Agree,,,,,,,,,,,
470145,Very important,Not so important,Somewhat important,Very important,Not so important,Very important,Very important,Very important,Very important,Not so important,,,In-person before Election Day,Somewhat closely,Always/almost always,No,Yes,No,Yes,No,Yes,,,,Agree,,,,,,,,,,,,,,
470146,Very important,Very important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Somewhat important,Very important,,No,Mail-in/Absentee ballot,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Agree,Agree,,,,,,,,,,,,,,,
470147,Very important,Very important,Very important,Not so important,Very important,Very important,Very important,Very important,Somewhat important,Not so important,,Yes,In-person on Election Day,Somewhat closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,Agree,Agree,,,Agree,,,,,,,,,,,
470148,Very important,Somewhat important,Not so important,Not so important,Very important,Not so important,Very important,Somewhat important,Not so important,Not so important,,No,In-person on Election Day,Somewhat closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,Agree,Agree,,,Agree,,,,,,,,,,,
470149,Very important,Somewhat important,Somewhat important,Somewhat important,Very important,Very important,Very important,Somewhat important,Very important,Not so important,,Yes,In-person on Election Day,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Agree,,Agree,,Agree,Agree,,,,,,,,,,,
470151,Very important,Very important,Somewhat important,Not so important,Very important,Somewhat important,Somewhat important,Very important,Somewhat important,Not so important,,Yes,Mail-in/Absentee ballot,Not very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Agree,Agree,,Agree,,,,,,,,,,,,,
470152,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Not so important,Somewhat important,Somewhat important,Not so important,Not so important,,Yes,In-person before Election Day,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Agree,Agree,,,,,,,,,,,,,,,
470154,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,,No,In-person on Election Day,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,,,,Agree,,,,,,,,,,,,,,
470158,Very important,Very important,Somewhat important,Somewhat important,Somewhat important,Very important,Very important,Very important,Not so important,Somewhat important,,Yes,Mail-in/Absentee ballot,Somewhat closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,,,Agree,,,,,,,,,,,,,
470159,Very important,Very important,Somewhat important,Not so important,Very important,Very important,Very important,Very important,Not so important,Not so important,,Yes,In-person on Election Day,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Agree,,Agree,Agree,,,,,,,,,,,,,
470160,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,,Yes,Mail-in/Absentee ballot,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Agree,,,Agree,,Agree,,,,,,,,,,,
470162,Very important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Very important,,Not at all important,,Yes,In-person before Election Day,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,,,,,,,,,,,,,,,,
470163,Very important,Very important,Very important,Somewhat important,Very important,Somewhat important,Very important,Somewhat important,Somewhat important,Somewhat important,,No,Mail-in/Absentee ballot,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,Agree,Agree,,Agree,,,,,,,,,,,,
470164,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,,3.0,Mail-in/Absentee ballot,Somewhat closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,,,,,,,,,,,,,,,,
470165,Very important,Very important,Very important,Not at all important,Very important,Not so important,Somewhat important,Somewhat important,Not at all important,Not so important,,No,Mail-in/Absentee ballot,Very closely,Always/almost always,Yes,Yes,Yes,Yes,No,Yes,,,,,,,Agree,,,,,,,,,,,
470167,Very important,Very important,Very important,Not so important,Very important,Somewhat important,Somewhat important,Not so important,Not at all important,Very important,,No,Mail-in/Absentee ballot,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Agree,,Agree,,,,,,,,,,,,,,
470168,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Very important,,Yes,In-person on Election Day,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Agree,Agree,Agree,,,Agree,,,,,,,,,,,
470169,Very important,Very important,Somewhat important,Very important,Very important,Somewhat important,Very important,Very important,Very important,Not at all important,,3.0,Mail-in/Absentee ballot,Somewhat closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Agree,Agree,Agree,,,Agree,,,,,,,,,,,
480183,Very important,Somewhat important,Not so important,Not at all important,Somewhat important,Not at all important,Somewhat important,Very important,Not at all important,Somewhat important,,No,Mail-in/Absentee ballot,Not closely at all,Rarely,No,No,No,No,No,Yes,,,,,,,,Agree,Agree,,Agree,Agree,,,Agree,Agree,,
470172,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,,Yes,In-person on Election Day,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Agree,Agree,,Agree,,Agree,,,,,,,,,,,
470174,Very important,Somewhat important,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,Not at all important,Somewhat important,,No,In-person before Election Day,Very closely,Always/almost always,No,Yes,Yes,Yes,Yes,Yes,Agree,Agree,,Agree,Agree,Agree,Agree,,,,,,,,,,,
470175,Very important,Not at all important,Not at all important,Not so important,Very important,Somewhat important,Very important,Somewhat important,Very important,Not at all important,,No,In-person on Election Day,Not closely at all,Rarely,No,No,No,Yes,No,No,,,,,,,,,,,,,,,,,,
470177,Very important,Not at all important,Very important,Somewhat important,Very important,Very important,Not at all important,Not so important,Very important,Not at all important,Don’t want to,Yes,Mail-in/Absentee ballot,Very closely,Never,No,No,No,No,No,No,,,,,,,,,,,,,Agree,,,,,
470179,Very important,Somewhat important,Somewhat important,Not so important,Very important,Somewhat important,Somewhat important,Very important,Somewhat important,Not so important,,3.0,In-person before Election Day,Not very closely,Always/almost always,Yes,Yes,Yes,Yes,No,No,Agree,,,,,,,,,,,,,,,,,
470180,,Very important,Very important,Very important,Very important,Very important,Very important,Very important,,Somewhat important,,Yes,In-person on Election Day,Very closely,Always/almost always,Yes,Yes,,Yes,Yes,Yes,,Agree,,,,,,,,,,,,,,,,
470181,Very important,Very important,Very important,Not so important,Very important,Somewhat important,Somewhat important,Somewhat important,Not so important,Somewhat important,,No,Mail-in/Absentee ballot,Somewhat closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,,,,,,,,,,,,,,,,
470182,Very important,Very important,Very important,Somewhat important,Very important,Very important,Somewhat important,Very important,Very important,Somewhat important,,Yes,Mail-in/Absentee ballot,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Agree,Agree,Agree,Agree,,Agree,,,,,,,,,,,
470183,Very important,Very important,Very important,Somewhat important,Very important,Somewhat important,Very important,Very important,Not so important,Very important,,Yes,In-person on Election Day,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,Agree,Agree,Agree,Agree,Agree,,,,,,,,,,,
470184,Very important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Very important,Very important,,Yes,In-person on Election Day,Somewhat closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,Agree,,Agree,Agree,Agree,,,,,,,,,,,
470186,Very important,Very important,Very important,Not at all important,Very important,Not at all important,Very important,Not at all important,Not at all important,Very important,,No,In-person on Election Day,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,,,,,,,,,,,,,,,,
470187,Very important,Very important,Somewhat important,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,Somewhat important,,Yes,In-person before Election Day,Somewhat closely,Always/almost always,No,No,No,No,No,No,Agree,,,Agree,,,Agree,,,,,,,,,,,
470188,Very important,Very important,Somewhat important,Somewhat important,Very important,Very important,Very important,,Very important,Not at all important,,Yes,In-person on Election Day,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Agree,,,Agree,Agree,Agree,,,,,,,,,,,
470189,Not so important,Not so important,Not so important,Somewhat important,Very important,Very important,Very important,Somewhat important,Somewhat important,Not so important,Doesn't matter,Yes,In-person on Election Day,Not closely at all,Never,No,No,No,No,No,No,,,,,,,,,,Agree,Agree,Agree,,,Agree,,,
470190,Very important,Very important,Very important,Somewhat important,Very important,Somewhat important,Very important,Very important,Somewhat important,Not at all important,,No,Mail-in/Absentee ballot,Somewhat closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,Agree,,,,,,,,,,,,
470191,Very important,Very important,Very important,Not so important,Not so important,Very important,,Somewhat important,Not so important,Very important,,No,Mail-in/Absentee ballot,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,,,,,,,,,,
470193,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Not at all important,,Yes,In-person on Election Day,Somewhat closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Agree,,,,Agree,,,,,,,,,,,,
470196,Very important,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,Somewhat important,Very important,Very important,,No,In-person before Election Day,Very closely,Always/almost always,Yes,Yes,No,Yes,No,Yes,Agree,,,,,,,,,,,,,,,,,
470198,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,,Yes,In-person on Election Day,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,,,,,,,,,,,,,,,,
470200,Very important,Very important,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,Somewhat important,Somewhat important,,3.0,In-person on Election Day,Somewhat closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Agree,,Agree,,,,,,,,,,,,,,
470201,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,,Yes,In-person on Election Day,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,Agree,Agree,,,Agree,,,,,,,,,,,
470205,Very important,Somewhat important,Very important,Not so important,Very important,Somewhat important,Very important,Somewhat important,Somewhat important,Very important,,No,In-person on Election Day,Very closely,Always/almost always,Yes,Yes,Yes,Yes,No,No,Agree,,Agree,,Agree,,,,,,,,,,,,,
470206,Very important,Very important,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Not so important,,Yes,In-person on Election Day,Somewhat closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Agree,,Agree,Agree,Agree,Agree,,,,,,,,,,,
470207,Very important,Very important,Very important,Not so important,Somewhat important,Not so important,Somewhat important,Not so important,Not at all important,Very important,,No,Mail-in/Absentee ballot,Somewhat closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,Agree,,Agree,,Agree,,,,,,,,,,,
